company_size,product_category,product_subcategory,NAICS,NAICS_description,reformulation_activity,cost_type,5th Percentile,Mean,95th Percentile
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,1134183.2359999998,1683675.1600000001,2479389.404
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,1308.1999999999998,1942.0000000000002,2859.8
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,11909008.8,29093946.000000004,56562702.480000004
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,1792160.2200000002,4180631.1600000006,7909333.920000001
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,6107,14246,26952
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,14835352.256000001,34958252.32000001,66951425.804000005
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,3258.139611536198,7677.530311948207,14703.87010005886
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,1542357.42,3867597.7800000003,7653699.44
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,1778.9999999999998,4461,8828
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,50099266.08,120759384.96000001,232907640.48000002
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,14766,35592,68646
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,9093445.020000001,20881146.3,39194224.14000001
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,30987,71155,133559
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,60735068.52000001,145508129.04000002,279755564.06
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,13338.63390229547,31956.49087698647,61439.90847557387
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,4841823.206,10832048.120000001,20077782.934
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,5584.7,12494.000000000002,23158.3
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,83490973.17600001,184589636.40000004,340693670.184
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,24607.700000000004,54405,100414.3
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,17521821.642,38383100.7,70439291.838
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,59707.7,130795,240030.29999999996
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,105854618.02400002,233804785.22000003,431210744.95600003
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,23247.78799293703,51348.19982342555,94702.49070041202
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,245962.226,527990.8200000001,987750.314
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,283.7,609.0000000000001,1139.3
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,6760991.976000001,15312067.440000001,28592817.623999998
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,1992.7,4513,8427.3
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,1249464.642,2744731.3800000004,5012091.3780000005
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,4257.7,9353,17079.3
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,8256418.8440000005,18584789.640000004,34592659.316
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,1813.2744555620957,4081.5909358446156,7597.238787522072
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,8756.498000000001,22281.386000000002,44692.819
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,10.100000000000001,25.700000000000003,51.550000000000004
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,1789235.2680000004,4044991.5360000012,7538979.360000001
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,527.35,1192.2000000000003,2222.0000000000005
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,358989.618,788820.4800000001,1446273.5910000002
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,1223.3,2688,4928.35
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,2156981.3840000005,4856093.402000001,9029945.770000003
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,473.71618599176,1066.4950853443204,1983.156415538553
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,2606055.1819999996,4128125.27,6306499.218
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,3005.8999999999996,4761.5,7274.1
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,57373261.51200001,123122525.88000003,223217914.48800004
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,16909.9,36288.5,65790.1
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,10577178.780000001,23513775.960000005,42974575.86000001
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,36043,80126,146441
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,70556495.474,150764427.11,272498989.56600004
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,15495.615391406713,33110.87889935257,59846.21980576811
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,1362892.56,2887043.4,5344064.72
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,1572,3330,6164
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,90264179.52000001,194534167.68,356025077.04
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,26604,57336,104933
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,18895009.020000003,40162935.6,72850858.08000001
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,64387,136860,248248
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,110522081.10000001,237584146.68000004,434219999.84000003
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,24272.85609181872,52178.223072395536,95363.38316656859
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,191602.58000000002,441292.82,838369.66
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,221,509,967
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,72231022.32000001,155628012.72000003,284767811.28000003
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,21289,45869,83931
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,16447846.080000002,35750471.04000001,65405777.88000001
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,56048,121824,222878
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,88870470.98,191819776.58,351011958.82000005
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,19517.730135373753,42127.45350206004,77089.23572689819
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,0,0,0
Small Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,0,0,0
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,16029152.627999999,20306386.800000004,25089669.024
Medium Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,4724.3499999999995,5985,7394.799999999999
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,4791790.956,7280801.292,9218928.516
Large Companies,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,16328.599999999999,24810.199999999997,31414.6
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,20820943.584,27587188.092,34308597.54000001
Total,Entrees,Entrees - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,4572.694997057092,6058.697410241319,7534.8531489111265
Small Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Total Costs,604780.86,897786.6,1322085.54
Small Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Per Formula Costs,1308.2,1942,2859.8
Medium Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Total Costs,6982197.300000001,17057647.25,33162453.330000002
Medium Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Total Costs,1743059.9400000002,4066093.3200000003,7692639.840000001
Large Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Per Formula Costs,6107,14246,26952
Total,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Total Costs,9330038.100000001,22021527.17,42177178.71
Total,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,1. Determine response to regulation,Per Formula Costs,3408.917992656059,8046.0100367197065,15410.284700122398
Small Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,2. Project management,Total Costs,822431.7000000001,2062320.3,4081184.4
Small Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,2. Project management,Per Formula Costs,1779,4461,8828
Medium Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,2. Project management,Total Costs,29372970.18,70800674.16,136552682.58
Medium Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,2. Project management,Per Formula Costs,14766,35592,68646
Large Companies,Entrees,Sandwiches - refrigerated/frozen,311999,All Other Miscellaneous Food Manufacturing,2. Project management,Total Costs,8844309.540000001,20309060.1,38120409.78
